municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 10:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 11:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 12:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 13:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 14:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 15:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 16:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 17:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 18:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 19:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 20:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 21:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 22:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-06 23:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-07 00:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-07 01:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-07 02:30:00.0;0,00;
BRASÍLIA;530010804A;DF;Sobradinho;-47,8469;-15,6237;2020-08-07 03:30:00.0;0,00;
